trade_date,ticker,insider_name,insider_name_raw,title,qty,price,value,entry_price,outcome_30d,outcome_60d,outcome_90d,outcome_180d,return_30d,return_60d,return_90d,return_180d,last_updated,filing_date,filing_url,accession_number
2025-09-02,AFCG,Tannenbaum Leonard M,Tannenbaum Leonard M,"Dir, 10%",72957.0,4.53,330526.0,4.53,3.880000114440918,3.259999990463257,2.799999952316284,,-14.348783345675104,-28.03532029882436,-38.18984652723435,,2025-12-04T11:42:02.612239,,,
2025-09-02,DLHC,Mink Brook Asset Management Llc,Mink Brook Asset Management LLC,10%,197.0,5.5,1084.0,5.5,,,,,,,,,2025-12-03T11:47:15.208222,,,
2025-09-02,WEST,Ford Joe T,Ford Joe T,Dir,5000.0,5.3,26500.0,5.3,4.889999866485596,4.449999809265137,4.28000020980835,,-7.735851575743474,-16.037739447827608,-19.24527906021981,,2025-12-04T11:42:03.802907,,,
2025-08-29,FCAP,Ernstberger Kathy,Ernstberger Kathy,Dir,972.0,41.1,39946.0,41.1,45.27999877929688,42.5,49.9900016784668,,10.170313331622562,3.406326034063257,21.63017440016252,,2025-12-04T11:42:04.499794,,,
2025-08-29,BDSX,Schuler Jack W,Schuler Jack W,"Dir, 10%",3488372.0,0.43,1500000.0,0.43,7.739999771118164,6.550000190734863,8.279999732971191,,1699.999946771666,1423.2558583104333,1825.5813332491143,,2025-12-04T11:42:05.090292,,,
2025-09-02,BLSK,Befumo Randy,Befumo Randy,INTERIM CFO,5141.0,3.88,19947.0,3.88,,,,,,,,,2025-12-03T11:47:15.452082,,,
2025-08-29,REZI,Teich Andrew C,Teich Andrew C,Dir,29460.0,34.01,1001876.0,34.01,41.9900016784668,43.79999923706055,32.9900016784668,,23.46369208605352,28.785649035755807,-2.9991129712825675,,2025-12-04T11:42:09.188006,,,
2025-09-03,RYM,Kovler Benjamin,Kovler Benjamin,Interim CEO,1000.0,36.7,36700.0,36.7,42.90999984741211,41.18000030517578,18.950000762939453,,16.92098051065969,12.20708530020648,-48.365120536949725,,2025-12-04T11:42:09.778027,,,
2025-08-29,RHEP,Burleson Gene E,Burleson Gene E,Dir,5000.0,1.99,9950.0,1.99,1.8600000143051147,1.2899999618530271,1.3700000047683716,,-6.532662597732927,-35.175881313918225,-31.1557786548557,,2025-12-04T11:42:10.401673,,,
2025-08-29,NIQ,Peck James M,Peck James M,See Remarks,29500.0,17.24,508580.0,17.24,15.84000015258789,13.18000030517578,15.720000267028809,,-8.120648766891577,-23.549882220558107,-8.816703787535905,,2025-12-04T11:42:10.988522,,,
2025-09-03,BLNE,Milton Tiffany,Milton Tiffany,Chief Accounting Officer,10000.0,1.59,15900.0,1.59,3.670000076293945,2.559999942779541,1.820000052452088,,130.81761486125444,61.00628570940509,14.465412103904862,,2025-12-04T11:42:11.572066,,,
2025-09-02,PROP,Lee Stephen,Lee Stephen,Dir,2500.0,2.51,6275.0,2.51,1.9600000381469729,1.909999966621399,1.7799999713897705,,-21.912349077809846,-23.90438379994426,-29.08366647849519,,2025-12-04T11:42:12.156838,,,
2025-08-29,MDRR,Kavanaugh Frank,Kavanaugh Frank,"COB, CEO, Pres, 10%",140000.0,12.5,1750000.0,12.5,13.38227653503418,13.354999542236328,13.579999923706056,,7.0582122802734375,6.839996337890625,8.639999389648438,,2025-12-04T11:42:12.751719,,,
2025-09-03,FSEA,Boulanger Mark P,Boulanger Mark P.,Dir,1200.0,11.47,13764.0,11.47,,,,,,,,,2025-12-03T11:47:15.944262,,,
2025-09-02,RGCO,Furcron Thomas Patrick,Furcron Thomas Patrick,"VP, Field Operations",19.0,22.13,430.0,22.13,21.68763542175293,20.89999961853028,22.270000457763672,,-1.9989361872890608,-5.558067697558633,0.6326274639117617,,2025-12-04T11:42:13.974309,,,
2025-09-02,RGCO,Miles Christen Brooke,Miles Christen Brooke,"VP, HR",5.0,22.13,100.0,22.13,21.68763542175293,20.89999961853028,22.270000457763672,,-1.9989361872890608,-5.558067697558633,0.6326274639117617,,2025-12-04T11:42:14.600846,,,
2025-09-02,RGCO,Oliver Lawrence T,Oliver Lawrence T.,"VP, Secretary",9.0,22.13,200.0,22.13,,,,,,,,,2025-12-03T11:47:16.129115,,,
2025-09-03,AVBC,Nelson Jonathan Michael,Nelson Jonathan Michael,"CFO, Treasurer",3240.0,15.45,50058.0,15.45,14.949999809265137,15.369999885559082,16.040000915527344,,-3.236247189222412,-0.5178000934687201,3.8187761522805466,,2025-12-04T11:42:15.827961,,,
2025-08-29,CWBC,Avrett Shannon R,Avrett Shannon R,EVP,118.0,16.02,1890.0,16.02,20.602935791015625,21.547569274902344,22.64999961853028,,28.607589207338485,34.50417774595721,41.3857654090529,,2025-12-04T11:42:16.465042,,,
2025-08-29,CWBC,Plourd Martin E,Plourd Martin E,Pres,441.0,16.02,7065.0,16.02,20.602935791015625,21.547569274902344,22.64999961853028,,28.607589207338485,34.50417774595721,41.3857654090529,,2025-12-04T11:42:17.022532,,,
2025-08-29,AVBC,Cozzone Robert D,Cozzone Robert D,"Pres, CEO",3199.0,15.63,50000.0,15.63,15.010000228881836,14.979999542236328,15.829999923706056,,-3.966729181818073,-4.158672154598034,1.279590042905015,,2025-12-04T11:42:17.612822,,,
2025-09-02,XIVYX,Ghodoosi Arash,Ghodoosi Arash,"Pres, Principal Exec",43.0,11.74,500.0,11.74,,,,,,,,,2025-12-03T11:47:16.437252,,,
2025-09-02,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",23.0,38.0,874.0,38.0,37.56464385986328,29.28667449951172,26.0,,-1.1456740529913652,-22.92980394865337,-31.57894736842105,,2025-12-04T11:42:21.837790,,,
2025-09-02,VWFB,Quinlan Peter Sebastian,Quinlan Peter Sebastian,Dir,14000.0,11.22,157080.0,11.22,11.25,11.5600004196167,11.899999618530272,,0.2673796791443793,3.0303067702023045,6.060602660697619,,2025-12-04T11:42:22.426638,,,
2025-09-02,CSBB,Steiner Eddie L,Steiner Eddie L,"Pres, CEO",500.0,45.9,22950.0,45.9,49.327880859375,49.57575988769531,49.08000183105469,,7.468150020424839,8.008191476460379,6.9281085643893,,2025-12-04T11:42:23.025769,,,
2025-09-02,RCG,Stahl Murray,Stahl Murray,"Pres, Co-Portfolio Manager, 10%",1130.0,2.65,2995.0,2.65,2.619999885559082,2.5999999046325684,2.549999952316284,,-1.1320797902233162,-1.8867960516011903,-3.7735867050458767,,2025-12-04T11:42:23.654251,,,
2025-09-02,TPL,Horizon Kinetics Asset Management Llc,Horizon Kinetics Asset Management LLC,10%,1.0,972.55,973.0,972.55,,,,,,,,,2025-12-03T11:47:16.742871,,,
2025-09-03,GOVB,Campanaro James Donald,Campanaro James Donald,CFO,200.0,15.06,3012.0,15.06,14.158392906188965,14.0,16.290000915527344,,-5.986766891175535,-7.038512616201863,8.167336756489663,,2025-12-04T11:42:24.895153,,,
2025-09-02,RVP,Shaw Thomas J,Shaw Thomas J,"Pres, CEO, 10%",5500.0,0.8,4417.0,0.8,0.8600000143051147,0.8799999952316284,0.8199999928474426,,7.500001788139338,9.999999403953549,2.499999105930323,,2025-12-04T11:42:25.485983,,,
2025-09-02,CWBHF,Kunkel Raymond J,Kunkel Raymond J.,COO,229167.0,0.1,22917.0,0.1,,,,,,,,,2025-12-03T11:47:16.926825,,,
2025-08-29,CECO,Wallman Richard F,Wallman Richard F,Dir,4500.0,44.25,199125.0,44.25,50.27999877929688,48.5,52.150001525878906,,13.627115885416666,9.6045197740113,17.85311079294668,,2025-12-04T11:42:26.685577,,,
2025-09-02,HKHC,Rosenthal Brent D,Rosenthal Brent D,Dir,300.0,38.0,11400.0,38.0,37.56464385986328,29.28667449951172,26.0,,-1.1456740529913652,-22.92980394865337,-31.57894736842105,,2025-12-04T11:42:27.283020,,,
2025-08-29,NRDY,Blunt Abigail,Blunt Abigail,Dir,25000.0,1.36,34000.0,1.36,1.2899999618530271,1.059999942779541,1.340000033378601,,-5.147061628453878,-22.058827736798463,-1.4705857809852223,,2025-12-04T11:42:27.904167,,,
2025-09-02,GMGI,Christensen Richard,Christensen Richard,CFO,20000.0,1.04,20800.0,1.04,1.1100000143051147,1.0199999809265137,0.8240000009536743,,6.73077060626103,-1.9230787570659964,-20.76923067753132,,2025-12-04T11:42:28.490897,,,
2025-08-25,STTK,Orbimed Advisors Llc,Orbimed Advisors LLC,Dir,6306127.0,0.87,5471826.0,0.87,,,,,,,,,2025-12-03T11:47:17.235898,,,
2025-08-25,STTK,Ashiya Mona,Ashiya Mona,Dir,6306127.0,0.87,5471826.0,0.87,2.3499999046325684,1.919999957084656,2.059999942779541,,170.11493156696187,120.6896502396156,136.781602618338,,2025-12-04T11:42:29.635551,,,
2025-09-02,IRIX,Dizon Romeo R,Dizon Romeo R,CFO,625.0,1.34,838.0,1.34,1.149999976158142,1.0700000524520874,0.9300000071525574,,-14.179106256855071,-20.149249817008407,-30.5970143916002,,2025-12-04T11:42:30.227831,,,
2025-05-22,FOA,Cooperman Leon G,Cooperman Leon G,10%,51115.0,21.67,1107682.0,21.67,22.190000534057617,23.950000762939453,26.84000015258789,23.11000061035156,2.399633290528913,10.521461757911634,23.857868724448032,6.645134334801848,2025-12-04T11:42:30.853904,,,
2025-09-02,RYAN,Ryan Patrick G,Ryan Patrick G Jr,Dir,100.0,55.54,5554.0,55.54,,,,,,,,,2025-12-03T11:47:17.482837,,,
2025-08-28,NYC,Schorsch Nicholas S,Schorsch Nicholas S,10%,604.0,11.11,6710.0,11.11,9.710000038146973,9.479999542236328,7.5,,-12.601259782655507,-14.671471266999742,-32.493249324932485,,2025-12-04T11:42:32.005876,,,
2025-08-29,BEEP,Garfinkle David,Garfinkle David,Dir,2580.0,3.83,9891.0,3.83,3.4100000858306885,3.609999895095825,3.119999885559082,,-10.966055200243122,-5.744128065383157,-18.537861995846423,,2025-12-04T11:42:32.647202,,,
2025-08-29,THRY,Slater John,Slater John,Dir,1000.0,12.92,12920.0,12.92,12.100000381469728,12.0,5.630000114440918,,-6.346746273454127,-7.120743034055726,-56.42414772104553,,2025-12-04T11:42:33.297958,,,
2025-08-28,SMC,Llc Connect Midstream,"Connect Midstream, LLC",10%,26319.0,20.89,549804.0,20.89,,,,,,,,,2025-12-03T11:47:17.730081,,,
2025-08-29,AWRE,Amlani Ajay K,Amlani Ajay K,"Pres, CEO",17679.0,2.2,38824.0,2.2,2.380000114440918,2.490000009536743,2.1600000858306885,,8.181823383678081,13.1818186153065,-1.818177916786896,,2025-12-04T11:42:34.513473,,,
2025-08-29,AWRE,Krause Brian J,Krause Brian J,Chief Revenue Officer,5000.0,2.2,11000.0,2.2,2.380000114440918,2.490000009536743,2.1600000858306885,,8.181823383678081,13.1818186153065,-1.818177916786896,,2025-12-04T11:42:35.136635,,,
2025-09-02,MYSE,Myman Darin M,Myman Darin M,CEO,3000.0,1.99,5970.0,1.99,2.75,2.5299999713897705,2.0199999809265137,,38.19095477386934,27.135676954259825,1.507536729975562,,2025-12-04T11:42:35.724733,,,
2025-08-28,SHEN,Llc Ecp Controlco,"Ecp Controlco, LLC",10%,26358.0,13.26,349452.0,13.26,,,,,,,,,2025-12-03T11:47:17.979697,,,
2025-08-28,HSON,Fruhbeis Todd Michael,Fruhbeis Todd Michael,Dir,1100.0,9.58,10538.0,9.58,,,,,,,,,2025-12-03T11:47:18.042013,,,
2025-09-02,COO,Mcbride Daniel G,McBride Daniel G,"EVP, COO",3000.0,65.04,195120.0,65.04,,,,,,,,,2025-12-03T11:47:18.103461,,,
2025-09-02,COO,Andrews Brian G,Andrews Brian G,"EVP, CFO, Treasurer",1525.0,65.68,100162.0,65.68,69.12000274658203,69.81999969482422,77.41000366210938,,5.237519407098088,6.303288207710432,17.859323480678086,,2025-12-04T11:42:40.989794,,,
2025-08-28,TPVG,Labe James,Labe James,CEO,109630.0,6.69,733322.0,6.69,5.760000228881836,5.679999828338623,6.369999885559082,,-13.901341870226672,-15.097162506149136,-4.78326030554437,,2025-12-04T11:42:41.588748,,,
2025-08-28,TPVG,Srivastava Sajal,Srivastava Sajal,"Pres, CIO",109630.0,6.69,733322.0,6.69,5.760000228881836,5.679999828338623,6.369999885559082,,-13.901341870226672,-15.097162506149136,-4.78326030554437,,2025-12-04T11:42:42.201300,,,
2025-08-29,KFS,Hansen Kent A,Hansen Kent A,"CFO, EVP",107.0,14.49,1550.0,14.49,14.579999923706056,14.649999618530272,13.0,,0.6211174858940958,1.1042071672206573,-10.282953761214632,,2025-12-04T11:42:42.803058,,,
2025-08-29,KFS,Fitzgerald John Taylor Maloney,Fitzgerald John Taylor Maloney,"Pres, CEO",173.0,14.49,2507.0,14.49,14.579999923706056,14.649999618530272,13.0,,0.6211174858940958,1.1042071672206573,-10.282953761214632,,2025-12-04T11:42:43.395595,,,
2025-09-02,DLPN,Odowd William,O'Dowd William IV,CEO,4100.0,1.21,4977.0,1.21,,,,,,,,,2025-12-03T11:47:18.476400,,,
2025-08-28,MSIF,Gilbert Cory,Gilbert Cory,"CFO, Treasurer",1800.0,14.03,25247.0,14.03,13.070000648498535,13.539999961853027,13.770000457763672,,-6.842475776917064,-3.492516308959173,-1.8531685120194408,,2025-12-04T11:42:44.559558,,,
2025-09-02,RYM,Kovler Benjamin,Kovler Benjamin,Interim CEO,1000.0,46.7,46700.0,46.7,43.220001220703125,41.18000030517578,18.8700008392334,,-7.451817514554341,-11.820127826176062,-59.593145954532346,,2025-12-04T11:42:45.150023,,,
2025-08-29,HII,Stanage Nick L,Stanage Nick L,Dir,3500.0,272.78,954730.0,272.78,278.3027038574219,297.8265991210937,313.6199951171875,,2.024599991722965,9.181977828687508,14.971770334037515,,2025-12-04T11:42:45.816133,,,
2025-08-29,MNTR,Billingsley Chester,Billingsley Chester,"CEO, 10%",32325.0,0.06,1823.0,0.06,0.1000000014901161,0.1000000014901161,0.1000000014901161,,66.66666915019354,66.66666915019354,66.66666915019354,,2025-12-04T11:42:46.442055,,,
2025-08-28,SHEN,Llc Ecp Fiber Holdings Gp,"Ecp Fiber Holdings Gp, LLC",10%,26358.0,13.26,349452.0,13.26,,,,,,,,,2025-12-03T11:47:18.785895,,,
2025-09-02,FG,Blunt Christopher O,Blunt Christopher O,CEO,7000.0,34.02,238147.0,34.02,30.63999938964844,29.06999969482422,32.65999984741211,,-9.935333951650692,-14.55026544731271,-3.997648890616971,,2025-12-04T11:42:47.659883,,,
2025-08-29,FRHC,Lukyanov Sergey,Lukyanov Sergey,*See Remarks,5725.0,171.67,982811.0,171.67,172.97000122070312,158.6199951171875,131.89999389648438,,0.7572675602627934,-7.601796984221173,-23.166544010902086,,2025-12-04T11:42:48.291575,,,
2025-08-27,ASA,Lp Saba Capital Management,"Saba Capital Management, L.P.",10%,16853.0,36.93,622417.0,36.93,,,,,,,,,2025-12-03T11:47:18.973590,,,
2025-08-27,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",21.0,38.0,798.0,38.0,37.8535270690918,29.88436317443848,26.790000915527344,,-0.3854550813373766,-21.356939014635586,-29.49999759071752,,2025-12-04T11:42:49.497340,,,
2025-08-26,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",21.0,38.0,798.0,38.0,38.182254791259766,29.88436317443848,27.393999099731445,,0.4796178717362254,-21.356939014635586,-27.910528684917253,,2025-12-04T11:42:50.091902,,,
2025-08-28,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",21.0,38.0,798.0,38.0,37.604488372802734,29.88436317443848,27.229999542236328,,-1.0408200715717515,-21.356939014635586,-28.342106467799137,,2025-12-04T11:42:50.680606,,,
2025-08-29,TPL,Horizon Kinetics Asset Management Llc,Horizon Kinetics Asset Management LLC,10%,1.0,928.79,929.0,928.79,,,,,,,,,2025-12-03T11:47:19.232205,,,
2025-08-29,RCG,Stahl Murray,Stahl Murray,"Pres, Co-Portfolio Manager, 10%",1130.0,2.68,3028.0,2.68,2.609999895095825,2.5799999237060547,2.569999933242798,,-2.6119442128423493,-3.731346130371099,-4.104480102880683,,2025-12-04T11:42:51.911103,,,
2025-08-29,HKHC,Stahl Murray,Stahl Murray,"CEO, CIO, 10%",21.0,38.0,798.0,38.0,37.604488372802734,29.266752243041992,27.229999542236328,,-1.0408200715717515,-22.98223093936318,-28.342106467799137,,2025-12-04T11:42:52.517600,,,
2025-08-28,VWFB,Quinlan Peter Sebastian,Quinlan Peter Sebastian,Dir,2000.0,11.25,22500.0,11.25,11.25,11.5,11.630000114440918,,0.0,2.2222222222222223,3.3777787950303817,,2025-12-04T11:42:53.103008,,,
2025-09-02,EMBY,Lobach David M,Lobach David M Jr,"COB, Pres, CEO",200.0,17.5,3500.0,17.5,,,,,,,,,2025-12-03T11:47:19.483015,,,
2025-08-28,CALC,Roberts Eric W,Roberts Eric W,"CHIEF BUSINESS OFFICER, 10%",10000.0,2.85,28532.0,2.85,3.0899999141693115,3.0299999713897705,4.099999904632568,,8.42104961997584,6.315788469816505,43.85964577658134,,2025-12-04T11:42:57.198682,,,
2025-08-31,CZFS,Guillaume Stephen J,Guillaume Stephen J,SVP,13.0,56.96,740.0,56.96,60.27999877929688,54.25,54.65999984741211,,5.828649542304905,-4.757724719101125,-4.037921616200652,,2025-12-04T11:42:57.822503,,,
2025-08-29,STRA,Jackson Daniel Wayne,Jackson Daniel Wayne,CFO,1900.0,81.5,154850.0,81.5,85.04093933105469,83.17539978027344,77.41999816894531,,4.344710835649924,2.055705251869248,-5.006137216018022,,2025-12-04T11:42:58.539809,,,
2025-08-29,CMPO,Loree Rebecca Corbin,Loree Rebecca Corbin,Dir,5240.0,19.09,100007.0,19.09,20.850000381469727,20.63999938964844,19.8700008392334,,9.219488640490974,8.119431061542366,4.0859132489963255,,2025-12-04T11:42:59.168729,,,
2025-08-29,CBNA,Basha Leighalexandra,Basha Leigh-Alexandra,Dir,400.0,29.81,11924.0,29.81,,,,,,,,,2025-12-03T11:47:19.799133,,,
2025-08-28,DGICA,Donegal Mutual Insurance Co,Donegal Mutual Insurance Co,10%,28032.0,17.77,498141.0,17.77,19.032411575317383,19.08192443847656,20.5,,7.104173186929563,7.382804943593489,15.362971299943728,,2025-12-04T11:43:00.378098,,,
2025-08-29,TZUP,Steele Robert A,Steele Robert A,"CEO, 10%",2000.0,5.16,10319.0,5.16,5.0,4.639999866485596,3.9800000190734863,,-3.1007751937984525,-10.07752196733342,-22.86821668462236,,2025-12-04T11:43:01.013684,,,
2025-08-21,HRGN,He Junli,He Junli,CEO,4050.0,1.72,6966.0,1.72,1.9900000095367432,1.8509999513626096,1.850000023841858,,15.697674973066464,7.616276242012203,7.558140921038252,,2025-12-04T11:43:01.601568,,,
2025-08-29,MHH,Shaw Steven A,Shaw Steven A,10%,3500.0,8.0,28000.0,8.0,7.699999809265137,7.079999923706055,7.880000114440918,,-3.750002384185791,-11.500000953674316,-1.4999985694885254,,2025-12-04T11:43:02.197035,,,
2025-08-28,NIQ,Miller Curtis John,Miller Curtis John,Chief Strategy Officer,10000.0,16.97,169700.0,16.97,15.84000015258789,13.829999923706056,15.15999984741211,,-6.65880876495055,-18.50324146313461,-10.665881865573892,,2025-12-04T11:43:02.793783,,,
2025-08-28,MDBH,Marlett Christopher A,Marlett Christopher A,"Co-Founder, 10%",3220.0,3.54,11397.0,3.54,3.549999952316284,4.440000057220459,3.4100000858306885,,0.2824845287085916,25.423730429956464,-3.6723139595850727,,2025-12-04T11:43:03.377928,,,
2025-08-27,GOVB,Pelkey Duane Milton,Pelkey Duane Milton,Dir,900.0,15.19,13675.0,15.19,14.903571128845217,13.90999984741211,16.0,,-1.885641021427154,-8.426597449558198,5.3324555628703125,,2025-12-04T11:43:03.992742,,,
2025-08-28,TEAM,Belsky Scott,Belsky Scott,Dir,1455.0,173.0,251715.0,173.0,165.30999755859375,164.25999450683594,148.02999877929688,,-4.4450881164197975,-5.052026296626626,-14.433526717169435,,2025-12-04T11:43:04.585959,,,
2025-08-27,HTH,Sobel Jonathan S,Sobel Jonathan S,Hilltop Securities COB,10000.0,35.36,353600.0,35.36,33.82330322265625,32.729339599609375,34.849998474121094,,-4.345861926877119,-7.439650453593395,-1.442312007576091,,2025-12-04T11:43:05.260373,,,
2025-08-29,IRIX,Dizon Romeo R,Dizon Romeo R,CFO,625.0,1.37,856.0,1.37,1.149999976158142,1.0099999904632568,0.959999978542328,,-16.058395900865545,-26.277372958886367,-29.92700886552352,,2025-12-04T11:43:05.854460,,,
2025-08-28,SNV,Dierdorff Thomas T,Dierdorff Thomas T,"EVP, Corp., Inv. Banking",6200.0,50.56,313472.0,50.56,49.27000045776367,45.380001068115234,48.310001373291016,,-2.551423145245906,-10.245251051987278,-4.450155511687077,,2025-12-04T11:43:06.508436,,,
2025-08-21,AKTX,Gaslightwala Abizer,Gaslightwala Abizer,CEO,21000.0,0.93,19540.0,0.93,0.8190000057220459,0.7699999809265137,0.4990000128746032,,-11.935483255693995,-17.20430312618133,-46.34408463713944,,2025-12-04T11:43:07.179363,,,
2025-08-28,DLHC,Mink Brook Asset Management Llc,Mink Brook Asset Management LLC,10%,627.0,5.5,3449.0,5.5,,,,,,,,,2025-12-03T11:47:20.613594,,,
2025-08-27,AFCG,Tannenbaum Leonard M,Tannenbaum Leonard M,"Dir, 10%",474526.0,4.74,2247814.0,4.74,3.998540163040161,3.400000095367432,2.819999933242798,,-15.64261259408943,-28.270040182121697,-40.50633052230385,,2025-12-04T11:43:08.343132,,,
2025-08-27,MLP,Case Stephen M,Case Stephen M,"Dir, 10%",320.0,17.0,5440.0,17.0,19.030000686645508,15.859999656677246,15.470000267028809,,11.94118050967946,-6.705884372486788,-8.999998429242302,,2025-12-04T11:43:08.932396,,,
2025-08-28,RCEL,Mcnamara Robert,McNamara Robert,Dir,10000.0,4.5,45000.0,4.5,,,,,,,,,2025-12-03T11:47:20.802677,,,
2025-08-19,PGEN,Agee Nancy H,Agee Nancy H,Dir,26005.0,3.79,98643.0,3.79,3.799999952316284,3.940000057220459,4.900000095367432,,0.2638509845985262,3.957785150935592,29.2876014608821,,2025-12-04T11:43:10.118543,,,
2025-08-28,CCAP,Bouek Kirill,Bouek Kirill,Controller,200.0,15.67,3133.0,15.67,14.460000038146973,14.529999732971191,14.279999732971191,,-7.721761083937634,-7.275049566233621,-8.870454799162786,,2025-12-04T11:43:10.782808,,,
2025-08-29,SELF,Winmill Co Inc,Winmill & Co. Inc,"See ""Explanation of Responses""",4592.0,5.48,25150.0,5.48,,,,,,,,,2025-12-03T11:47:20.991740,,,
2025-08-28,FGBI,Walker Robert W,Walker Robert W,Dir,3750.0,7.97,29888.0,7.97,8.119999885559082,8.1899995803833,4.800000190734863,,1.882056280540556,2.760346052488093,-39.77415068086746,,2025-12-04T11:43:12.077142,,,
2025-08-27,EMN,Smith Brian Travis,Smith Brian Travis,"EVP, AFP, Mfg., WWEC, HSE",1750.0,68.34,119595.0,68.34,62.709999084472656,63.77999877929688,60.619998931884766,,-8.238222001064306,-6.672521540390881,-11.296460445003277,,2025-12-04T11:43:12.807516,,,
2025-08-29,IZEA,Gardner Lindsay A,Gardner Lindsay A,Dir,500.0,4.0,2000.0,4.0,3.930000066757202,5.170000076293945,5.03000020980835,,-1.7499983310699463,29.25000190734864,25.75000524520874,,2025-12-04T11:43:13.434273,,,
2025-08-27,WLKP,Gilson Jeanmarc,Gilson Jean-Marc,"Pres, CEO",95.0,21.25,2025.0,21.25,,,,,,,,,2025-12-03T11:47:21.246334,,,
2025-08-29,NRGV,Piconi Robert,Piconi Robert,"CEO, 10%",22500.0,1.92,43108.0,1.92,3.0199999809265137,3.309999942779541,3.440000057220459,,57.291665673255935,72.3958303531011,79.16666964689891,,2025-12-04T11:43:14.669907,,,
2025-08-27,FRAF,Duffey Gregory A,Duffey Gregory A,Dir,21.0,46.55,978.0,46.55,47.52836608886719,46.178070068359375,53.04999923706055,,2.101753144720065,-0.7989901861237856,13.963478489925992,,2025-12-04T11:43:15.410938,,,
2025-08-29,NRGV,Hixon Dylan,Hixon Dylan,Dir,20000.0,1.92,38310.0,1.92,3.0199999809265137,3.309999942779541,3.440000057220459,,57.291665673255935,72.3958303531011,79.16666964689891,,2025-12-04T11:43:16.000541,,,
2025-08-28,LKQ,Urbain Xavier,Urbain Xavier,Dir,15000.0,32.12,481757.0,32.12,30.111690521240234,31.160945892333984,29.57999992370605,,-6.252520170484941,-2.985847159607762,-7.907845816606299,,2025-12-04T11:43:16.641068,,,
2025-08-29,ATLO,Cassabaum Michelle R,Cassabaum Michelle R,Dir,278.0,19.83,5513.0,19.83,20.11393165588379,21.193941116333008,21.6200008392334,,1.4318288244265798,6.8781700268936445,9.026731413179023,,2025-12-04T11:43:17.278433,,,
2025-08-14,NRGV,Hixon Dylan,Hixon Dylan,Dir,20000.0,1.5,29912.0,1.5,2.25,3.75,3.440000057220459,,50.0,150.0,129.33333714803058,,2025-12-04T11:43:17.867908,,,
2025-08-28,RCG,Stahl Murray,Stahl Murray,"Pres, Co-Portfolio Manager, 10%",1130.0,2.63,2972.0,2.63,2.609999895095825,2.619999885559082,2.4800000190734863,,-0.7604602625161483,-0.3802324882478274,-5.7034213280043184,,2025-12-04T11:43:18.482827,,,
2025-08-28,TPL,Horizon Kinetics Asset Management Llc,Horizon Kinetics Asset Management LLC,10%,1.0,909.74,910.0,909.74,,,,,,,,,2025-12-03T11:47:21.757906,,,
2025-08-28,ASRV,Stopko Jeffrey A,Stopko Jeffrey A,"Pres, CEO ASRV, Bank",3000.0,3.04,9120.0,3.04,2.950688600540161,3.089311361312866,3.0899999141693115,,-2.937874982231542,1.622084253712703,1.6447340187273514,,2025-12-04T11:43:19.728589,,,
2025-08-27,EBC,Antonakes Steven Louis,Antonakes Steven Louis,EVP,6184.0,17.06,105514.0,17.06,18.21160888671875,17.1093807220459,19.075517654418945,,6.750345174201357,0.2894532359079702,11.81428871288949,,2025-12-04T11:43:20.324236,,,
2025-08-27,EBC,Henry Kathleen Cloherty,Henry Kathleen Cloherty,"EVP, GC",5855.0,17.07,99945.0,17.07,18.21160888671875,17.1093807220459,19.075517654418945,,6.687808358047744,0.2307013593784308,11.748785321727857,,2025-12-04T11:43:20.886009,,,
2025-08-27,EBC,Miller Quincy Lee,Miller Quincy Lee,Pres,13706.0,17.07,233961.0,17.07,18.21160888671875,17.1093807220459,19.075517654418945,,6.687808358047744,0.2307013593784308,11.748785321727857,,2025-12-04T11:43:21.482125,,,
2025-08-27,BW,Moeller Philip D,Moeller Philip D,Dir,10000.0,1.86,18599.0,1.86,2.880000114440918,3.259999990463257,5.889999866485596,,54.83871583015687,75.26881669157294,216.66665948847287,,2025-12-04T11:43:22.078352,,,
2025-08-27,PROP,Frommer Richard N,Frommer Richard N.,Dir,1500.0,2.49,3735.0,2.49,,,,,,,,,2025-12-03T11:47:22.138952,,,
2025-08-28,IRIX,Dizon Romeo R,Dizon Romeo R,CFO,1005.0,1.35,1356.0,1.35,1.149999976158142,1.059999942779541,0.949999988079071,,-14.81481658087837,-21.481485720034005,-29.629630512661407,,2025-12-04T11:43:23.228843,,,
2025-08-26,SMC,Llc Connect Midstream,"Connect Midstream, LLC",10%,120160.0,20.48,2460370.0,20.48,,,,,,,,,2025-12-03T11:47:22.266606,,,
2025-08-26,TPVG,Labe James,Labe James,CEO,81148.0,6.58,533674.0,6.58,5.880000114440918,5.679999828338623,6.289999961853027,,-10.63829613311675,-13.677814158987491,-4.407295412567974,,2025-12-04T11:43:24.398302,,,
2025-08-26,TPVG,Srivastava Sajal,Srivastava Sajal,"Pres, CIO",81148.0,6.58,533674.0,6.58,5.880000114440918,5.679999828338623,6.289999961853027,,-10.63829613311675,-13.677814158987491,-4.407295412567974,,2025-12-04T11:43:24.960532,,,
